n_amenageur,n_operateur,n_enseigne,n_station,ad_station,code_insee,Xlongitude,Ylatitude,nbre_pdc,acces_recharge_grouped,accessibilité_grouped,nb_prises_grouped,prises_grouped,nb_T2_grouped,nb_T3_grouped,nb_EF_grouped,nb_chademo_grouped,nb_combo_grouped
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,CORNILLON-CONFOUX - Rue Des Ferrages,Rue Des Ferrages 13250 CORNILLON-CONFOUX,13029,5.071913,43.565413,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MARSEILLE - Parking Relais Einstein,Parking Relais Einstein 13000 MARSEILLE,13055,5.448569,43.345406,2,payant,24h/24 7j/7,2,"['EF', 'EF']",0,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MARSEILLE - Parking Technoptic,Parking Technoptic 13000 MARSEILLE,13055,5.431385,43.344402,4,payant,24h/24 7j/7,4,"['EF', 'EF', 'EF', 'EF']",0,0,4,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,TRETS - Place De La Libération,Place De La Libération 0 TRETS,13110,5.688023,43.448682,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,VELAUX - Rue Diderot (Pl Du Bon Puit),Rue Diderot (Pl Du Bon Puit) 13880 VELAUX,13112,5.255214,43.523198,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MARSEILLE - Parking De La Gare La Barasse,Parking De La Gare La Barasse 13000 MARSEILLE,13055,5.484191,43.285678,2,payant,24h/24 7j/7,2,"['EF', 'EF']",0,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,LES PENNES-MIRABEAU - Vieille Route De La Gavotte - Parking Square Jean Moulin,Vieille Route De La Gavotte - Parking Square Jean Moulin 13170 LES PENNES-MIRABEAU,13071,5.348994,43.380874,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,AIX-EN-PROVENCE - Rue Neil Armstrong,Rue Neil Armstrong 0 AIX-EN-PROVENCE,13001,5.347074,43.485668,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,LA DESTROUSSE - Avenue Du Mistral,Avenue Du Mistral 0 LA DESTROUSSE,13031,5.60471,43.376505,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,SALON-DE-PROVENCE - Rue André Marie Ampère,Rue André Marie Ampère 0 SALON-DE-PROVENCE,13103,5.107927,43.639222,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,GRANS - Rue De L'Egalité - Parking Place Du Souvenir Français,Rue De L'Egalité - Parking Place Du Souvenir Français 13450 GRANS,13044,5.063095,43.605489,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,GEMENOS - Cours Pasteur,Cours Pasteur 13420 GEMENOS,13042,5.62862,43.297151,2,payant,24h/24 7j/7,2,"['EF', 'EF']",0,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,LAMANON - Cd 71 D Rte De La Provence,Cd 71 D Rte De La Provence 13113 LAMANON,13049,5.08596,43.699042,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MARSEILLE - Rue Henri Tommasi,Rue Henri Tommasi 13000 MARSEILLE,13055,5.412199,43.245262,2,payant,24h/24 7j/7,2,"['EF', 'EF']",0,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MARSEILLE - Campus Luminy,Campus Luminy 13000 MARSEILLE,13055,5.438303,43.231932,4,payant,24h/24 7j/7,4,"['EF', 'EF', 'EF', 'EF']",0,0,4,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MARIGNANE - Rue De Verdun,Rue De Verdun 13700 MARIGNANE,13054,5.21803,43.416931,2,payant,24h/24 7j/7,2,"['EF', 'EF']",0,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,LA CIOTAT - Avenue Guillaume Dulac,Avenue Guillaume Dulac 13600 LA CIOTAT,13028,5.608585,43.190533,2,payant,24h/24 7j/7,2,"['EF', 'EF']",0,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,FOS-SUR-MER - Allée Henri Barbusse,Allée Henri Barbusse 13270 FOS-SUR-MER,13039,4.944231,43.454421,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,SEPTEMES-LES-VALLONS - 50 Avenue Du 8 Mai 1945,50 Avenue Du 8 Mai 1945 13240 SEPTEMES-LES-VALLONS,13106,5.366413,43.398629,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,"MARSEILLE - Parking De La Mairie, Bd Bouyala D'Arnaud","Parking De La Mairie, Bd Bouyala D'Arnaud 13000 MARSEILLE",13055,5.443135,43.297307,2,payant,24h/24 7j/7,2,"['EF', 'EF']",0,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MEYREUIL - Parking Mourvedre - Rue Des Mineurs,Parking Mourvedre - Rue Des Mineurs 0 MEYREUIL,13060,5.49543,43.473074,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,SAINT-SAVOURNIN - Chemin Du Cimetière,Chemin Du Cimetière 13119 SAINT-SAVOURNIN,13101,5.525681,43.40751,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MEYRARGUES - Police Municipale - Place Des Anciens Combattants,Police Municipale - Place Des Anciens Combattants 13650 MEYRARGUES,13059,5.527233,43.637349,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,SAINT-MITRE-LES-REMPARTS - Résidence Les Remparts,Résidence Les Remparts 13920 SAINT-MITRE-LES-REMPARTS,13098,5.011772,43.453829,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,MALLEMORT - Parking De L'Auratoir,Parking De L'Auratoir 13370 MALLEMORT,13053,5.177512,43.728394,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T3']",1,1,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,CASSIS - Parking Savon,Parking Savon 13260 CASSIS,13022,5.53811,43.213528,6,payant,24h/24 7j/7,6,"['EF', 'EF', 'EF', 'EF', 'EF', 'EF']",0,0,6,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,SAINT-PAUL-LEZ-DURANCE - D11,D11 13115 SAINT-PAUL-LEZ-DURANCE,13099,5.710252,43.686469,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,LA FARE-LES-OLIVIERS - Avenue René Seyssaud,Avenue René Seyssaud 0 LA FARE-LES-OLIVIERS,13037,5.194176,43.551585,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,AURONS - Route De Pelissane,Route De Pelissane 13121 AURONS,13008,5.156308,43.663796,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,VERNEGUES - Route Du Château Bas,Route Du Château Bas 0 VERNEGUES,13115,5.205005,43.689299,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,VENTABREN - Avenue Charles De Gaulle,Avenue Charles De Gaulle 13122 VENTABREN,13114,5.293237,43.54659,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,SALON-DE-PROVENCE - Avenue Du Dauphiné,Avenue Du Dauphiné 0 SALON-DE-PROVENCE,13103,5.099081,43.65232,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,PELISSANNE - Place Roux Brignoles,Place Roux Brignoles 13330 PELISSANNE,13069,5.152651,43.631195,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aix-Marseille-Provence,BOUYGUES ENERGIES ET SERVICES,MAMP,CHARLEVAL - Place André Leblanc,Place André Leblanc 13350 CHARLEVAL,13024,5.246711,43.719609,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
Aéroports de Paris SA,Sodetrel,Paris Aéroports,P1,"Parking P1, Aéroport de Roissy-CDG",77282,2.541442,49.013870,2,Gratuit,24h/24,40,"['T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F']",20,0,20,0,0
Aéroports de Paris SA,Sodetrel,Paris Aéroports,PCD,"Parking PCD, Aéroport de Roissy-CDG",93073,2.566858,49.003828,2,Gratuit,24h/24,32,"['T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F']",16,0,16,0,0
Aéroports de Paris SA,Sodetrel,Paris Aéroports,P2,"Parking P2, Aéroport de Orly",91479,2.361717,48.729857,2,Gratuit,24h/24,12,"['T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F']",6,0,6,0,0
Aéroports de Paris SA,Sodetrel,Paris Aéroports,PEF,"Parking PEF, Aéroport de Roissy-CDG",77291,2.576883,49.004442,2,Gratuit,24h/24,64,"['T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F']",32,0,32,0,0
Aéroports de Paris SA,Sodetrel,Paris Aéroports,PG,"Parking PG, Aéroport de Roissy-CDG",77294,2.605804,49.005505,2,Gratuit,24h/24,40,"['T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F', 'T2 - E/F']",20,0,20,0,0
BOEN,SIEL42,MOBILOIRE,Parking Hôtel de Ville,2 place de l'hôtel de ville,42019,4.003995,45.745573,2,Payant depuis le 01/07/2018,24/24 - 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,BREST - Avenue Amiral Réveillčre,Avenue Amiral Réveillčre 29200 BREST,29019,-4.482921,48.387238,2,payant,24h/24 7j/7,4,"['EF - T3', 'EF - T2']",1,1,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,BREST - Rue Jean Marie Le Bris,Rue Jean Marie Le Bris 29200 BREST,29019,-4.485326,48.383497,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,GOUESNOU - Rue Emile Roux,Rue Emile Roux 29850 GOUESNOU,29061,-4.46623,48.431081,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,BREST - Boulevard De Plymouth,Boulevard De Plymouth 29200 BREST,29019,-4.522451,48.38762,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,BREST - Rue Des Mouettes 2,Rue Des Mouettes 2 29200 BREST,29019,-4.435186,48.388218,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,BREST - Rue Des Mouettes 1,Rue Des Mouettes 1 29200 BREST,29019,-4.436,48.388193,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,PLOUZANE - Avenue Alexis De Rochon,Avenue Alexis De Rochon 29280 PLOUZANE,29212,-4.564207,48.359157,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,BREST - Avenue De La 1re Dfl,Avenue De La 1re Dfl 29200 BREST,29019,-4.543984,48.37805,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,GUIPAVAS - Boulevard De L'Europe,Boulevard De L'Europe 29490 GUIPAVAS,29075,-4.443875,48.4187,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
BREST METROPOLE,BOUYGUES ENERGIES ET SERVICES,Alizé Liberté,GUILERS - Route De Brest,Route De Brest 29820 GUILERS,29069,-4.528483,48.411031,2,payant,24h/24 7j/7,4,"['EF - T2', 'EF - T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking la Chesnaie,Route d'Auribeau,06069,6.911085,43.639103,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Escragnolles Parking Salle des Fêtes,Chemin de la Colette ,06058,6.793374,43.728944,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Rue de l'ancien palais de justice,Rue de l'ancien palais de justice,06069,6.920752,43.657752,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Pégomas Parking Parchois,D109A,06090,6.926410,43.594130,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Andon Lac de Thorenc,Route de Castellane,06003,6.807771,43.799505,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Collongues Place du Château,Place du Château,06045,6.863265,43.888893,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Saint-Auban Parking Relais de Services publics,Avenue des Hotels,06116,6.728566,43.846940,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Caille Parking de la Moulière,Rue des Ecuries,06028,6.731209,43.779028,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Le Tignet Parking Mairie,Avenue de l'Hotel de Ville,06140,6.842196,43.629399,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Mouans-Sartoux Parking de la Gare,Rue de la Gare,06084,6.973192,43.620225,2,payant,24h/24,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
CAPG,Sodetrel,WiiiZ,Cabris Parking de la Poste,Rue de l'Eglise,06026,6.875830,43.655709,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Place Ste Hélène,Avenue Louis Cauvin,06069,6.958667,43.642219,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Giratoire du Moulin de Brun,Rond-point du Moulin de Brun,06069,6.944208,43.654076,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Mouans-Sartoux Parking du Parc,Allée du Parc,06084,6.971394,43.616841,2,payant,24h/24,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
CAPG,Sodetrel,WiiiZ,Séranon Parking Place Joseph Rebuffel,Place Joseph Rebuffel,06134,6.703947,43.773845,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Peymeinade Parking St Marc,Avenue du Dr Belletrud,06095,6.875872,43.639107,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Peymeinade Parking Complexe Sportif,Chemin du Stade,06095,6.873651,43.638214,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Place du Cours Honoré Cresp,Place du Cours Honoré Cresp,06069,6.920399,43.656431,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,La Roquette-sur-Siagne Parking St Jean,Avenue de la République,06108,6.947942,43.580188,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Saint-Cézaire-sur-Siagne Parking Chemin de la Chaux,Chemin de la Chaux,06118,6.793363,43.650308,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Place Frédéric Mistral,Place Frédéric Mistral,06069,6.912976,43.639540,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Pégomas Parking Logis,Place du Logis,06090,6.929529,43.592360,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Square des Diables Bleus,Traverse Kellermann,06069,6.922960,43.651211,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking salle omnisports,Avenue de Provence,06069,6.927089,43.656870,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Saint-Vallier-de-Thiey Parking Espace du Thiey,Chemin de la Siagne,06130,6.847364,43.700354,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Auribeau-sur-Siagne Parking du Bayle,Rue Jean Giono,06007,6.913658 ,43.607715,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Avenue Carnot,Avenue Carnot,06069,6.922162,43.655692,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Le Mas Parking couvert,Route de Saint Auban,06081,6.858089,43.843213,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Spéracèdes Parking Mairie,Boulevard Dr Sauvy,06137,6.856883,43.648015,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Stade de la Paoute,Route Napoléon,06069,6.952294,43.632512,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Gare SNCF,Avenue Pierre Semard,06069,6.926369,43.654063,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Stade Perdigon,Chemin du Grand Chêne,06069,6.932813,43.637277,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPG,Sodetrel,WiiiZ,Grasse Parking Alambic,Rond Point de l'Alambic,06069,6.936605,43.640909,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking St Dizier,Rue Saint Dizier,6029,7.008748,43.551324,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Mougins Parking du Moulin de la Croix,89 Avenue du Moulin de la Croix,6085,6.997377,43.601069,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Le Cannet Parking Grignan,1 Rue Grignan,6030,7.015810,43.569207,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking Braille,2 Rue Louis Braille,6029,7.022205,43.554816,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Mougins Centre sportif de Mougins le Haut,Rue du cherche Midi,6085,7.037986,43.587604,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking Brousailles (Hôpital),Avenue des Brousailles,6029,7.005574,43.562816,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking Latour Maubourg,11 Rue Latour Maubourg,6029,7.030538,43.549031,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking Saint Louis,29 Avenue Saint Louis,6029,7.013920,43.556901,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Théoule-sur-Mer Port de la Figueirette,Port de la Figueirette,6138,6.934108,43.485075,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Le Cannet Parking Buffon,Rue Buffon,6030,6.993788,43.569117,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking Correia,Bd du Midi Louise Moreau,6029,6.979139,43.547507,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking Négrin,Rue Paul Négrin,6029,6.971852,43.549160,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Mougins Parking piscine des Campelières,2307 Avenue Maréchal Juin,6085,6.998574,43.580824,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Le Cannet Parking des Moulières,Rue des Moulières,6030,7.016371,43.577525,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Mougins Parking CC Tournamy 700,Avenue Tournamy,6085,6.987710,43.604154,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Le Cannet Parking les Lentisques,1 Rue des Lentisques,6030,6.998012,43.577129,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Mandelieu-La Napoule Parking Robinson (Théatre de Verdure),Avenue de la Mer,6079,6.945192,43.534257,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Mougins Parking Salle omnisports du Font de l'Orme,50 Allée Pierre de Coubertin,6085,7.015534,43.609589,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Théoule-sur-Mer Parking Place Général Bertrand,Place Général Bertrand,6138,6.939653,43.506011,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Contre Allée Francis Tonner,Contre Allée Francis Tonner,6029,6.966343,43.549852,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Square Mistral,Rue Brougham,6029,7.006912,43.549687,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Le Cannet Parking Stade Jeanpierre,Avenue Maurie Jeanpierre,6030,7.006267,43.576396,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Le Cannet Parking mairie annexe Les Paradisiers,Chemin de Garibondy ,6030,6.968254,43.566552,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Cannes Parking Picaud,Avenue du docteur Picaud,6029,7.002274,43.550552,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Le Cannet Parking Rue des Orangers,Rue des Orangers,6030,7.018548,43.575386,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
CAPL,Sodetrel,wiiiz,Mandelieu-La Napoule Parking Béguier,1180 Avenue du Maréchal Lattre de Tassigny,6079,6.941257,43.547894,2,payant,24h/24,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
