n_amenageur,n_operateur,n_enseigne,n_station,ad_station,code_insee,Xlongitude,Ylatitude,nbre_pdc,acces_recharge_grouped,accessibilité_grouped,nb_prises_grouped,prises_grouped,nb_T2_grouped,nb_T3_grouped,nb_EF_grouped,nb_chademo_grouped,nb_combo_grouped
SEDI,SEDI,E Born,VALBONNAIS_Rue Principale,Rue Principale 38740 VALBONNAIS,38518,5.90845000,44.90066000,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,VINAY_Avenue de la Gare,Avenue de la Gare 38470 VINAY,38559,5.41051900,45.20774400,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,SEPTEME_Route De La Pivotee,Route De La Pivotee 38780 SEPTEME,38480,5.00397000,45.55377400,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,CORRENCON EN VERCORS_Parking RD 215,Parking RD 215 38250 CORRENCON EN VERCORS,38129,5.52714720,45.03263890,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,ALLEMOND_Chemin Des Ecoliers,Chemin Des Ecoliers 38114 ALLEMOND,38005,6.03748000,45.12733900,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,CHABONS_Rue de la Poste,Rue de la Poste 38690 CHABONS,38065,5.42419000,45.44331300,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,ROCHETOIRIN_Square du 19 Mars 1962,Square du 19 Mars 1962 38110 ROCHETOIRIN,38341,5.41652000,45.58169200,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,LA COTE ST ANDRE_Place Hector Berlioz,Place Hector Berlioz 38260 LA COTE ST ANDRE,38130,5.26066900,45.39184700,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,CROLLES_Avenue Joliot Curie,Avenue Joliot Curie 38920 CROLLES,38140,5.88173900,45.28348500,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,VOIRON_Avenue Francois Mitterand,Avenue Francois Mitterand 38500 VOIRON,38563,5.59366500,45.36332900,,Payant,24/24 7/7 jours,3,"['combo', 'CHAdeMO', 'T2']",1,0,0,1,1
SEDI,SEDI,E Born,ROYBON_Place Jean Perraud,Place Jean Perraud 38940 ROYBON,38347,5.24093000,45.25847900,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,NIVOLAS VERMELLE_Square Du 8 Mai 1945,Square Du 8 Mai 1945 38300 NIVOLAS VERMELLE,38276,5.30582000,45.55735200,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,PONT DE CHERUY_10 Rue Grammont,10 Rue Grammont 38230 PONT DE CHERUY,38316,5.16856100,45.75031200,,Payant,24/24 7/7 jours,3,"['combo', 'CHAdeMO', 'T2']",1,0,0,1,1
SEDI,SEDI,E Born,BIOL_parking chemin de l usine,parking chemin de l usine 38690 BIOL,38044,5.38914720,45.49077220,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,COLOMBE_ZA Bievre Dauphine,ZA Bievre Dauphine 38690 COLOMBE,38118,5.47607200,45.38506200,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,MEYRIE_Rue des Grands Tournants,Rue des Grands Tournants 38300 MEYRIE,38230,5.28612200,45.55948000,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,CORPS_Parking RN 85,Parking RN 85 38970 CORPS,38128,5.94773100,44.81716900,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,ST NIZIER DU MOUCHEROTTE_Place du 14 Avril 1929,Place du 14 Avril 1929 38250 ST NIZIER DU MOUCHEROTTE,38433,5.63049600,45.17075300,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,JARDIN_Route De Berardier,Route De Berardier 38200 JARDIN,38199,4.91128900,45.50526700,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,ST MICHEL LES PORTES_Rue du G?n?ral de Gaulle,Rue du G?n?ral de Gaulle 38650 ST MICHEL LES PORTES,38429,5.80300500,45.22697700,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,TULLINS_Parking Place Jean Jaures,Parking Place Jean Jaures 38210 TULLINS,38517,5.48280560,45.29550830,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,AUTRANS_Parking Voie du 6 Fevrier 1968,Parking Voie du 6 Fevrier 1968 38880 AUTRANS,38021,5.54430500,45.17359600,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,ST JEAN DE BOURNAY_Place Jean Moulin,Place Jean Moulin 38440 ST JEAN DE BOURNAY,38399,5.14014700,45.49746500,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,CHAMPIER_Route du 16 Mai 1944,Route du 16 Mai 1944 38260 CHAMPIER,38069,5.29093400,45.45585800,,Payant,24/24 7/7 jours,3,"['combo', 'T2', 'CHAdeMO']",1,0,0,1,1
SEDI,SEDI,E Born,ST PIERRE D ENTREMONT_Place du Bourg,Place du Bourg 38380 ST PIERRE D ENTREMONT,38446,5.85339300,45.41562800,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,LALLEY_Route de Mens,Route de Mens 38930 LALLEY,38204,5.67848000,44.75789800,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,L ISLE D ABEAU_Avenue Henri Bergson,Avenue Henri Bergson 38080 L ISLE D ABEAU,38193,5.21894600,45.62098600,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,PONT EVEQUE_Rue Louis Leydier,Rue Louis Leydier 38780 PONT EVEQUE,38318,4.91749800,45.52808900,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,LE BOURG D OISANS_Rue Des Colporteurs,Rue Des Colporteurs 38520 LE BOURG D OISANS,38052,6.03423500,45.05549300,,Payant,24/24 7/7 jours,3,"['combo', 'T2', 'CHAdeMO']",1,0,0,1,1
SEDI,SEDI,E Born,ST ISMIER_Chemin du Rozat,Chemin du Rozat 38330 ST ISMIER,38397,5.82097200,45.24128800,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,BEAUREPAIRE_Place du Jeu de Paume,Place du Jeu de Paume 38270 BEAUREPAIRE,38034,5.05697700,45.33906400,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,GRESSE EN VERCORS_Parking public - RD8A,Parking public - RD8A 38650 GRESSE EN VERCORS,38186,5.56859000,44.90253800,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,ST ROMANS_Carrefour Des 4 Routes,Carrefour Des 4 Routes 38160 ST ROMANS,38453,5.32698500,45.11717400,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,VOREPPE_Av Honore De Balzac,Av Honore De Balzac 38340 VOREPPE,38565,5.63756900,45.29583500,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,PONT EN ROYANS_Impasse du Vivier,Impasse du Vivier 38680 PONT EN ROYANS,38319,5.34348700,45.05951270,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,GRENAY_Chemin De La Croze,Chemin De La Croze 38540 GRENAY,38184,5.08627500,45.66785000,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SEDI,SEDI,E Born,CHAMAGNIEU_Route de Vienne,Route de Vienne 38460 CHAMAGNIEU,38067,5.16758100,45.67925700,,Payant,24/24 7/7 jours,4,"['E/F + T2', 'E/F + T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Salbris - 4489,Avenue de la Résistance - 41300 Salbris,41204,2.05821,47.42841,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Oucques La Nouvelle - 4072,Place du Château - 41290 Oucques La Nouvelle,41171,1.2941555,47.8220306,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Valloire-sur-Cisse - 4884,Route de la Champagne - 41150 Valloire-sur-Cisse,41055,1.25007,47.52429,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4373,Avenue du Maréchal Maunoury - 41000 Blois,41018,1.338252,47.593425,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Bracieux - 4437,Rue de Candy - 41250 Bracieux,41025,1.54504274,47.54912985,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Vendôme - 4919,Rue des Etats Unis - 41106 Vendôme,41269,1.06018095,47.79454817,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Langon - 5162,Route de Mennetou-sur-Cher - 41320 Langon,41110,1.82850159,47.28266374,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Beauce La Romaine (Ouzouer-le-Marché) - 2932,Place du 8 Mai - 41240 Beauce La Romaine (Ouzouer-le-Marché),41173,1.5263372,47.9112441,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Amand-Longpré - 4912,Place du 11 août 1944 - 41310 Saint-Amand-Longpré,41232,1.01733,47.68865,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Pontlevoy - 2950,Rue de la Saulaie - 41400 Pontlevoy,41180,1.2555555,47.3902778,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Laurent-Nouan - 4616,Rue des Ecoles - 41220 Saint-Laurent-Nouan,41198,1.60551186,47.71568442,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Gervais-la-Forêt - 4544,Rue des Clouseaux - 41350 Saint-Gervais-la-Forêt,41242,1.36980908,47.56704456,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Trôo - 4685,Place de la Libération - 41800 Trôo,41265,0.79107762,47.77521426,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Ouen - 3717,Allée du Parc de Bel Air - 41100 Saint-Ouen,41199,1.075453,47.8179214,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Gervais-la-Forêt - 2946,Route de Chambord - 41130 Saint-Gervais-la-Forêt,41242,1.355931,47.573036,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4430,Square du 11 Novembre 1918 - 41000 Blois,41018,1.334115,47.589412,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4532,Mail Pierre Sudreau - 41000 Blois,41018,1.340285,47.588846,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Lamotte-Beuvron - 4228,La Gare - 41600 Lamotte-Beuvron,41106,2.023062,47.593796,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Beauce La Romaine (Verdes) - 4329,Place de l'Eglise - 41240 Beauce La Romaine (Verdes),41173,1.428741102,47.9588653,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Selles-sur-Cher - 4353,Rue du Moulinet - 41130 Selles-sur-Cher,41220,1.55363221,47.2737949,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Cour-Cheverny - 4432,Rue Gilette - 41700 Cour-Cheverny,41067,1.45936323,47.50775767,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Naveil - 4933,Rue de la Vallée - 41100 Naveil,41158,1.021112,47.796058,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Fougères-sur-Bièvre - 4702,Rue Aimable Quenioux - 41120 Fougères-sur-Bièvre,41092,1.3416507,47.44891562,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Selommes - 3964,Rampe des Ecoles - 41100 Selommes,41226,1.1923746,47.7571101,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Cour-Cheverny - 2937,Avenue Anciens combattants AFN - 41700 Cour-Cheverny,41067,1.45600331,47.51269759,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Salbris - 4717,Rue du 11 Novembre 1918 - 41300 Salbris,41211,2.05053,47.42555,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Chémery - 2952,Rue Clotaire Paumier - 41700 Chémery,41049,1.48250001,47.35027779,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Mennetou-sur-Cher - 2924,Place du 11 Novembre - 41320 Mennetou-sur-Cher,41135,1.865459,47.268444,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Lamotte-Beuvron - 4494,Place du 11 Novembre - 41600 Lamotte-Beuvron,41106,2.022989,47.601445,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Noyers-sur-Cher - 4999,Place Guerrier - 41140 Noyers-sur-Cher,41164,1.40075666,47.27667546,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Maves - 4707,Rue du Cèdre - 41500 Maves,41130,1.362749,47.744154,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Veuzain/Loire - 4866,Rue de l'Ecrevissière - 41150 Veuzain/Loire,41167,1.171846,47.501399,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Huisseau-sur-Cosson - 4739,Champs de Ligny - 41350 Huisseau-sur-Cosson,41104,1.45730802,47.59298061,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Mer - 4053,Rue du Mardeau - 41500 Mer,41136,1.50658511,47.7065207,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Vendôme - 4682,Rue du Dr Faton - 41106 Vendôme,41269,1.07001687,47.79357192,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Montrichard – Val de Cher - 4713,Boulevard Philippe Auguste - 41400 Montrichard – Val de Cher,41151,1.18416845,47.34395816,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Villiers-sur-Loir - 4665,Avenue du Petit Thouars - 41100 Villiers-sur-Loir,41294,0.99552884,47.80580958,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Ferté Beauharnais (La) - 4816,16 rue du Général Alexandre de Beauharnais - 41210 Ferté Beauharnais (La),41083,1.8489946,47.5426006,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Montlivault - 4501,Rue du Château d'eau - 41350 Montlivault,41150,1.44763872,47.63940976,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4371,Place Saint Honoré - 41000 Blois,41018,1.332602,47.587796,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Laurent-Nouan - 4613,Place Saint-Aignan - 41220 Saint-Laurent-Nouan,41198,1.56018648,47.68538174,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Dhuizon - 4729,Salle des Fêtes - 41220 Dhuizon,41074,1.6582309,47.59001095,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Fréteval - 4092,Rue du Pont - 41160 Fréteval,41095,1.21025545,47.8870047,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Romorantin-Lanthenay - 4548,Parking de la Fosse aux Lions - 41200 Romorantin-Lanthenay,41194,1.74086117,47.35818626,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Morée - 2935,Place du 8 Mai - 41160 Morée,41154,1.2333277,47.9023694,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4384,Place Jacques Lob - 41000 Blois,41018,1.333499,47.584457,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Veuzain/Loire - 4881,Ruelle des Planches - 41150 Veuzain/Loire,41167,1.1733049,47.49941095,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4540,Quai Saint Jean - 41000 Blois,41018,1.338914,47.587974,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Mondoubleau - 4700,Place du Mail - 41170 Mondoubleau,41143,0.8969555,47.982248,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Contres - 4693,Rue de la Gare - 41700 Contres,41059,1.42500269,47.41834997,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Chaussée-Saint-Victor (La) - 4510,Rue de Montprofond - 41262 Chaussée-Saint-Victor (La),41047,1.3590575083,47.6086696,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Vendôme - 4745,Avenue Jean Moulin - 41106 Vendôme,41269,1.05740087,47.80658473,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Chapelle-Vendômoise (La) - 3803,Chemin des Coulisses - 41330 Chapelle-Vendômoise (La),41040,1.23959337,47.6714139,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Villeherviers - 2927,Rue de la Gare - 41200 Villeherviers,41282,1.797268,47.365691,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Ville-aux-Clercs (La) - 4677,Rue de l'Abreuvoir - 41160 Ville-aux-Clercs (La),41275,1.08588139,47.91885555,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Epuisay - 4681,Rue des Bleuets - 41360 Epuisay,41078,0.92958783,47.90104655,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Vendôme - 4679,Route de Paris - 41106 Vendôme,41269,1.070766,47.80338236,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Cheverny - 4301,Place de l'Eglise - 41700 Cheverny,41050,1.46088158,47.4992994,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Romorantin-Lanthenay - 4593,Rue Sabard - 41200 Romorantin-Lanthenay,41194,1.74352958,47.3633835,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Neung-sur-Beuvron - 4321,Rue Henri de Geoffre - 41210 Neung-sur-Beuvron,41159,1.806019,47.532948,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Gervais-la-Forêt - 3780,Rue de la Poissonnière - 41350 Saint-Gervais-la-Forêt,41242,1.358596,47.566555,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4387,Rue des Alliés - 41000 Blois,41018,1.339852,47.583802,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Chailles - 2956,Rue des Cormiers - 41120 Chailles,41032,1.3069444,47.5297222,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Contres - 4441,Rue de La Libération - 41700 Contres,41059,1.42974976,47.42143857,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Blois - 4751,Mail Pierre Charlot - 41000 Blois,41018,1.343274,47.601271,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Montoire-sur-le-Loir - 4705,Place Clémenceau - 41800 Montoire-sur-le-Loir,41148,0.86205923,47.75265773,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Romorantin-Lanthenay - 4549,Place de la Paix - 41200 Romorantin-Lanthenay,41194,1.74323381,47.35927758,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Theillay - 4583,Rue de la Pierre - 41300 Theillay,41256,2.03553,47.31321,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Villefranche-sur-Cher - 5021,Rue Marcel Géré - 41200 Villefranche-sur-Cher,41280,1.76651,47.29178,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Aignan-sur-Cher - 2954,Place du Président Wilson - 41110 Saint-Aignan-sur-Cher,41232,1.3730555,47.2688889,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Savigny-sur-Braye - 4671,Avenue de la Braye - 41360 Savigny-sur-Braye,41212,0.80904606,47.88043167,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Cellettes - 2959,Rue de l'Angevinière - 41120 Cellettes,41031,1.3877777,47.5247222,1,Payant,24/24 7/7,8,"['E/F-T2', 'E/F-T2', 'E/F-T2', 'E/F-T2']",4,0,4,0,0
SIDELC,EneRSIEIL,VIRTA,Romorantin-Lanthenay - 4587,Place du Maréchal Leclerc - 41200 Romorantin-Lanthenay,41194,1.74456541,47.35615873,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Couture-sur-Loir - 4929,Rue du 8 mai 1945 - 41800 Couture-sur-Loir,41070,0.68782,47.75244,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Saint-Georges-sur-Cher - 4716,Place Bretonneau - 41400 Saint-Georges-sur-Cher,41238,1.12494393,47.32575599,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Pierrefitte-sur-Sauldre - 4719,Rue des Fossés - 41300 Pierrefitte-sur-Sauldre,41176,2.150983,47.514688,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
SIDELC,EneRSIEIL,VIRTA,Vineuil - 4712,Place du 11 novembre - 41353 Vineuil,41295,1.37813712,47.58170009,1,Payant,24/24 7/7,4,"['E/F-T2', 'E/F-T2']",2,0,2,0,0
