station_id,source,error,detail
FR*ELC*PBORBL,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PBEAGH,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PSDRPG,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PMAUCC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PRENNO,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PAUBVM,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PPASDC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PRONIH,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PVDOBH,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PPESPC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PLMAPM,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PNANHC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PSBARS,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PPLRBO,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PULIHM,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PECUSM,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PBLAPC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PCOQCH,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PBLOHM,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PSORDD,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PBOBHC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PSJVHC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PARGHC,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*ELC*PGONHI,electra,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRC2P000301, local: "
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRC2P000501, local: "
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRC2P000101, local: "
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRC2P000501, local: "
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRLUMELAMONTAGNESA, local: 167730c5-b7ef-48d4-b39c-9337bfece636"
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40165, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40164, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40167, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40166, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E44113, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37515, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37514, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37519, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37518, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37517, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E44233, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37516, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E44232, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E33899, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37513, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E37512, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E43977, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E43978, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10EAC35480, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10EAC35479, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E30333, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E20924, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E20923, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40168, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10EAC35497, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E26563, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E44257, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58363, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40169, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40170, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58476, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58475, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40161, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40160, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58366, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58365, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58466, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58465, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58356, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58355, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58222, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58221, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58348, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58347, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58346, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58345, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E26562, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58472, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58471, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58470, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58469, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E44355, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58474, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58473, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40163, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40162, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E40171, local: "
,virta,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRE10E58364, local: "
,maneo,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FR000012616553, local: 02af2893-256f-4124-8d58-c728dc38f720"
,maneo,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FR000011062174, local: 02af2893-256f-4124-8d58-c728dc38f720"
,maneo,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FR000012308585, local: 02af2893-256f-4124-8d58-c728dc38f720"
,ubitricity,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRS62E10019890, local: "
,ubitricity,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRS62E10009735, local: "
,ubitricity,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRS62E10048506, local: "
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1EVGKF1, local: FRFR1EVGKF1"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC32173, local: 1ba7ddde-5acd-49ce-9d80-826777190bcf"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004211, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004221, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9003851, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004161, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004091, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9003811, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004291, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004081, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9005291, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004131, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004121, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9000451, local: N/A"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO90041511, local: N/A"
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1EVFWM1, local: FRFR1EVFWM1"
,maneo,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FR000012308585, local: 02af2893-256f-4124-8d58-c728dc38f720"
,maneo,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FR000012292701, local: 02af2893-256f-4124-8d58-c728dc38f720"
,maneo,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FR000012616553, local: 02af2893-256f-4124-8d58-c728dc38f720"
,maneo,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FR000011062174, local: 02af2893-256f-4124-8d58-c728dc38f720"
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRLUMEOASISBORNE11, local: ac79fb7e-9741-4cb8-a72c-a7e514190a20"
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900416, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004341, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004151, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900340, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900529, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900408, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900392, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900528, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9004291, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO9003381, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900567, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900421, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900416, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900425, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900425, local: "
,ev-cars,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRALLEGO900425, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,properphi,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRECPEMAUFFREYACADEMY, local: "
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1EAGUA1, local: FRFR1EAGUA1"
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1ETHZL1, local: FRFR1ETHZL1"
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1EZNAS1, local: FRFR1EZNAS1"
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1EAMKA1, local: FRFR1EAMKA1"
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRLUMERAMIERES11, local: 627644eb-6bb8-4745-a77f-f7ae247ea5ef"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC61148, local: 61148"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC61147, local: 61147"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE22AC128521, local: 128521"
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRLUMEHOTELLAC749201, local: 4166dccb-868f-48a1-b068-a79728964816"
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRLUMEHOTELCEDRES11, local: 6bff49ea-eb46-4ce7-82be-c6aa678247da"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC57334, local: 57334"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC57335, local: 57335"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC57333, local: 57333"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC57332, local: 57332"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC131517, local: 131517"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC131525, local: 131525"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC131524, local: 131524"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC131516, local: 131516"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC55087, local: 55087"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC55086, local: 55086"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE24DC61319, local: 61319"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE24DC61318, local: 61318"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE24DC63446, local: 63446"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC60301, local: 60301"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC60302, local: 60302"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC57831, local: 57831"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC57830, local: 57830"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE24DC57509, local: 57509"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE22AC57510, local: 57510"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC77768, local: 77768"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC77767, local: 77767"
,2ems,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRCPIE6600025, local: FRCPIE6600025"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC70164, local: 70164"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC70163, local: 70163"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC66598, local: 66598"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE22AC66599, local: 66599"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZTLE24DC53268, local: 53268"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE74AC127538, local: 127538"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC59778, local: 59778"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC59777, local: 59777"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC76648, local: 76648"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC76647, local: 76647"
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1EDWYQ1, local: FRFR1EDWYQ1"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE22AC50704, local: 50704"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE22AC50670, local: 50670"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE22AC129732, local: 129732"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZSUE22AC49420, local: 49420"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZSUE22AC49419, local: 49419"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZSUE22AC26492, local: 26492"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZSUE22AC26491, local: 26491"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC87472, local: 87472"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC47126, local: 47126"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC47104, local: 47104"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZIME22AC87473, local: 87473"
,lumiin,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRLUMEFALGOS11, local: a9e431e7-189c-44c7-b111-55db8d10d18f"
,autorecharge,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRAU1E0025011, local: 5720d842-fcf2-4e6f-897d-bf0d2b6bfa10"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZKAE24DC37830, local: 37830"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZKAE22AC37831, local: 37831"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE22AC49587, local: 49587"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE22AC49607, local: 49607"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE74AC96190, local: 96190"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE74AC109624, local: 109624"
,vincent-moule,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRFR1EATXX1, local: FRFR1EATXX1"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE22AC49701, local: 49701"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZMAE22AC50785, local: 50785"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE22AC35840, local: 35840"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE22AC45135, local: 45135"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE22AC45134, local: 45134"
,zeborne,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRZPEE22AC45107, local: 45107"
